Primary,Census,Count
BATTERY,154.0,7.0
BATTERY,155.0,7.0
BATTERY,156.0,16.0
BATTERY,157.0,46.0
BATTERY,158.0,24.0
BATTERY,159.0,34.0
BATTERY,160.0,10.0
BATTERY,161.0,28.0
BATTERY,162.0,18.0
BATTERY,163.0,63.0
BATTERY,164.0,38.0
BATTERY,165.0,30.0
BATTERY,166.0,92.0
BATTERY,167.0,9.0
BATTERY,168.0,6.0
BATTERY,169.0,2.0
BATTERY,171.0,18.0
BATTERY,172.0,2.0
BATTERY,173.0,5.0
BATTERY,174.0,59.0
BATTERY,175.0,55.0
BATTERY,176.0,97.0
BATTERY,177.0,73.0
BATTERY,178.0,3.0
BATTERY,179.0,3.0
BATTERY,180.0,3.0
BATTERY,182.0,21.0
BATTERY,183.0,30.0
BATTERY,184.0,56.0
BATTERY,186.0,12.0
BATTERY,187.0,64.0
BATTERY,188.0,115.0
BATTERY,189.0,42.0
BATTERY,190.0,17.0
BATTERY,191.0,27.0
BATTERY,192.0,14.0
BATTERY,193.0,18.0
BATTERY,194.0,27.0
BATTERY,195.0,71.0
BATTERY,196.0,34.0
BATTERY,197.0,5.0
BATTERY,198.0,12.0
BATTERY,199.0,19.0
BATTERY,200.0,13.0
BATTERY,201.0,23.0
BATTERY,202.0,22.0
BATTERY,203.0,45.0
BATTERY,204.0,27.0
BATTERY,205.0,20.0
BATTERY,206.0,20.0
BATTERY,207.0,2.0
BATTERY,208.0,1.0
BATTERY,209.0,5.0
BATTERY,210.0,7.0
BATTERY,211.0,13.0
BATTERY,212.0,1.0
BATTERY,213.0,8.0
BATTERY,214.0,7.0
BATTERY,215.0,20.0
BATTERY,216.0,7.0
BATTERY,217.0,8.0
BATTERY,218.0,73.0
BATTERY,219.0,7.0
BATTERY,220.0,24.0
BATTERY,221.0,12.0
BATTERY,222.0,25.0
BATTERY,223.0,2.0
BATTERY,224.0,51.0
BATTERY,225.0,1.0
BATTERY,226.0,47.0
BATTERY,227.0,19.0
BATTERY,228.0,4.0
BATTERY,229.0,58.0
BATTERY,230.0,7.0
BATTERY,231.0,6.0
BATTERY,232.0,5.0
BATTERY,233.0,9.0
BATTERY,234.0,17.0
BATTERY,235.0,12.0
BATTERY,236.0,56.0
BATTERY,237.0,51.0
BATTERY,238.0,11.0
BATTERY,239.0,2.0
BATTERY,240.0,20.0
BATTERY,241.0,60.0
BATTERY,242.0,16.0
BATTERY,243.0,26.0
BATTERY,244.0,106.0
BATTERY,245.0,125.0
BATTERY,246.0,122.0
BATTERY,247.0,145.0
BATTERY,248.0,32.0
BATTERY,249.0,8.0
BATTERY,250.0,13.0
BATTERY,251.0,7.0
BATTERY,252.0,83.0
BATTERY,253.0,72.0
BATTERY,254.0,31.0
BATTERY,255.0,93.0
BATTERY,256.0,5.0
BATTERY,257.0,8.0
BATTERY,258.0,14.0
BATTERY,259.0,19.0
BATTERY,260.0,11.0
BATTERY,261.0,43.0
BATTERY,262.0,25.0
BATTERY,263.0,43.0
BATTERY,264.0,1.0
BATTERY,265.0,9.0
BATTERY,266.0,8.0
BATTERY,267.0,11.0
BATTERY,268.0,8.0
BATTERY,269.0,7.0
BATTERY,270.0,12.0
BATTERY,271.0,15.0
BATTERY,272.0,2.0
BATTERY,273.0,2.0
BATTERY,274.0,31.0
BATTERY,275.0,23.0
BATTERY,276.0,48.0
BATTERY,277.0,51.0
BATTERY,278.0,39.0
BATTERY,279.0,32.0
BATTERY,280.0,47.0
BATTERY,281.0,55.0
BATTERY,282.0,48.0
BATTERY,283.0,90.0
BATTERY,284.0,79.0
BATTERY,285.0,18.0
BATTERY,286.0,101.0
BATTERY,287.0,4.0
BATTERY,288.0,18.0
BATTERY,289.0,12.0
BATTERY,290.0,14.0
BATTERY,291.0,53.0
BATTERY,292.0,14.0
BATTERY,293.0,29.0
BATTERY,294.0,11.0
BATTERY,295.0,8.0
BATTERY,296.0,25.0
BATTERY,297.0,43.0
BATTERY,298.0,7.0
BATTERY,299.0,8.0
BATTERY,300.0,3.0
BATTERY,301.0,49.0
BATTERY,302.0,24.0
BATTERY,303.0,18.0
BATTERY,304.0,12.0
BATTERY,305.0,4.0
BATTERY,306.0,24.0
BATTERY,307.0,21.0
BATTERY,308.0,3.0
BATTERY,309.0,30.0
BATTERY,310.0,17.0
BATTERY,311.0,7.0
BATTERY,312.0,24.0
BATTERY,314.0,2.0
BATTERY,315.0,36.0
BATTERY,316.0,1.0
BATTERY,317.0,14.0
BATTERY,318.0,10.0
BATTERY,319.0,78.0
BATTERY,320.0,16.0
BATTERY,321.0,14.0
BATTERY,322.0,11.0
BATTERY,323.0,2.0
BATTERY,324.0,1.0
BATTERY,325.0,7.0
BATTERY,326.0,5.0
BATTERY,327.0,6.0
BATTERY,328.0,6.0
BATTERY,329.0,14.0
BATTERY,330.0,6.0
BATTERY,331.0,88.0
BATTERY,332.0,183.0
BATTERY,333.0,59.0
BATTERY,335.0,5.0
BATTERY,336.0,3.0
BATTERY,337.0,3.0
BATTERY,338.0,3.0
BATTERY,339.0,10.0
BATTERY,340.0,31.0
BATTERY,341.0,11.0
BATTERY,342.0,16.0
BATTERY,343.0,16.0
BATTERY,344.0,16.0
BATTERY,345.0,35.0
BATTERY,346.0,7.0
BATTERY,347.0,60.0
BATTERY,348.0,55.0
BATTERY,349.0,25.0
BATTERY,350.0,4.0
BATTERY,351.0,7.0
BATTERY,352.0,1.0
BATTERY,353.0,1.0
BATTERY,354.0,15.0
BATTERY,355.0,16.0
BATTERY,356.0,7.0
BATTERY,357.0,9.0
BATTERY,358.0,14.0
BATTERY,359.0,7.0
BATTERY,360.0,15.0
BATTERY,361.0,23.0
BATTERY,362.0,4.0
BATTERY,363.0,8.0
BATTERY,364.0,10.0
BATTERY,365.0,27.0
BATTERY,366.0,21.0
BATTERY,367.0,38.0
BATTERY,368.0,23.0
BATTERY,369.0,3.0
BATTERY,370.0,50.0
BATTERY,371.0,8.0
BATTERY,372.0,22.0
BATTERY,373.0,4.0
BATTERY,374.0,49.0
BATTERY,376.0,12.0
BATTERY,377.0,24.0
BATTERY,378.0,37.0
BATTERY,379.0,6.0
BATTERY,380.0,9.0
BATTERY,381.0,112.0
BATTERY,382.0,43.0
BATTERY,383.0,94.0
BATTERY,384.0,33.0
BATTERY,385.0,45.0
BATTERY,386.0,8.0
BATTERY,387.0,6.0
BATTERY,388.0,8.0
BATTERY,389.0,10.0
BATTERY,390.0,13.0
BATTERY,391.0,5.0
BATTERY,392.0,4.0
BATTERY,393.0,23.0
BATTERY,394.0,12.0
BATTERY,395.0,6.0
BATTERY,396.0,10.0
BATTERY,397.0,16.0
BATTERY,398.0,37.0
BATTERY,399.0,6.0
BATTERY,400.0,14.0
BATTERY,401.0,50.0
BATTERY,402.0,53.0
BATTERY,403.0,53.0
BATTERY,404.0,76.0
BATTERY,405.0,3.0
BATTERY,406.0,47.0
BATTERY,407.0,27.0
BATTERY,408.0,30.0
BATTERY,409.0,50.0
BATTERY,410.0,101.0
BATTERY,411.0,7.0
BATTERY,412.0,2.0
BATTERY,413.0,3.0
BATTERY,414.0,8.0
BATTERY,416.0,64.0
BATTERY,417.0,16.0
BATTERY,418.0,23.0
BATTERY,419.0,18.0
BATTERY,420.0,41.0
BATTERY,421.0,131.0
BATTERY,422.0,8.0
BATTERY,423.0,18.0
BATTERY,424.0,1.0
BATTERY,425.0,11.0
BATTERY,426.0,16.0
BATTERY,427.0,8.0
BATTERY,428.0,19.0
BATTERY,429.0,24.0
BATTERY,430.0,43.0
BATTERY,431.0,37.0
BATTERY,432.0,27.0
BATTERY,433.0,72.0
BATTERY,434.0,45.0
BATTERY,435.0,98.0
BATTERY,436.0,74.0
BATTERY,437.0,5.0
BATTERY,438.0,1.0
BATTERY,439.0,20.0
BATTERY,440.0,13.0
BATTERY,442.0,6.0
BATTERY,443.0,6.0
BATTERY,444.0,7.0
BATTERY,445.0,2.0
BATTERY,446.0,27.0
BATTERY,447.0,32.0
BATTERY,448.0,38.0
BATTERY,449.0,37.0
BATTERY,450.0,12.0
BATTERY,451.0,55.0
BATTERY,452.0,80.0
BATTERY,453.0,29.0
BATTERY,454.0,53.0
BATTERY,455.0,52.0
BATTERY,456.0,161.0
BATTERY,457.0,3.0
BATTERY,458.0,4.0
BATTERY,459.0,9.0
BATTERY,460.0,11.0
BATTERY,461.0,26.0
BATTERY,462.0,4.0
BATTERY,463.0,8.0
BATTERY,464.0,6.0
BATTERY,465.0,9.0
BATTERY,466.0,6.0
BATTERY,467.0,9.0
BATTERY,468.0,2.0
BATTERY,469.0,11.0
BATTERY,470.0,10.0
BATTERY,471.0,27.0
BATTERY,472.0,50.0
BATTERY,473.0,14.0
BATTERY,474.0,65.0
BATTERY,475.0,37.0
BATTERY,476.0,1.0
BATTERY,478.0,57.0
BATTERY,479.0,67.0
BATTERY,480.0,33.0
BATTERY,481.0,34.0
BATTERY,482.0,9.0
BATTERY,483.0,12.0
BATTERY,484.0,7.0
BATTERY,485.0,9.0
BATTERY,486.0,30.0
BATTERY,487.0,94.0
BATTERY,488.0,10.0
BATTERY,489.0,22.0
BATTERY,490.0,17.0
BATTERY,491.0,22.0
BATTERY,492.0,36.0
BATTERY,493.0,34.0
BATTERY,494.0,93.0
BATTERY,495.0,84.0
BATTERY,496.0,70.0
BATTERY,497.0,65.0
BATTERY,498.0,22.0
BATTERY,499.0,8.0
BATTERY,500.0,10.0
BATTERY,501.0,10.0
BATTERY,502.0,10.0
BATTERY,503.0,1.0
BATTERY,504.0,53.0
BATTERY,505.0,55.0
BATTERY,506.0,39.0
BATTERY,507.0,86.0
BATTERY,508.0,20.0
BATTERY,509.0,42.0
BATTERY,510.0,24.0
BATTERY,511.0,81.0
BATTERY,512.0,69.0
BATTERY,513.0,67.0
BATTERY,514.0,92.0
BATTERY,515.0,80.0
BATTERY,516.0,7.0
BATTERY,517.0,1.0
BATTERY,518.0,4.0
BATTERY,519.0,7.0
BATTERY,520.0,7.0
BATTERY,521.0,12.0
BATTERY,522.0,6.0
BATTERY,523.0,25.0
BATTERY,524.0,134.0
BATTERY,525.0,36.0
BATTERY,526.0,21.0
BATTERY,527.0,15.0
BATTERY,528.0,20.0
BATTERY,529.0,58.0
BATTERY,530.0,62.0
BATTERY,531.0,42.0
BATTERY,532.0,41.0
BATTERY,533.0,38.0
BATTERY,534.0,13.0
BATTERY,535.0,4.0
BATTERY,536.0,3.0
BATTERY,537.0,2.0
BATTERY,538.0,4.0
BATTERY,539.0,6.0
BATTERY,540.0,6.0
BATTERY,541.0,10.0
BATTERY,542.0,17.0
BATTERY,543.0,21.0
BATTERY,544.0,8.0
BATTERY,545.0,7.0
BATTERY,546.0,3.0
BATTERY,547.0,2.0
BATTERY,548.0,6.0
BATTERY,549.0,10.0
BATTERY,550.0,9.0
BATTERY,551.0,1.0
BATTERY,552.0,11.0
BATTERY,553.0,2.0
BATTERY,554.0,17.0
BATTERY,555.0,6.0
BATTERY,556.0,21.0
BATTERY,557.0,35.0
BATTERY,558.0,34.0
BATTERY,559.0,7.0
BATTERY,560.0,4.0
BATTERY,561.0,27.0
BATTERY,562.0,74.0
BATTERY,564.0,4.0
BATTERY,565.0,40.0
BATTERY,566.0,4.0
BATTERY,567.0,20.0
BATTERY,568.0,24.0
BATTERY,569.0,51.0
BATTERY,570.0,74.0
BATTERY,571.0,10.0
BATTERY,572.0,127.0
BATTERY,573.0,89.0
BATTERY,574.0,76.0
BATTERY,575.0,47.0
BATTERY,576.0,1.0
BATTERY,577.0,9.0
BATTERY,578.0,37.0
BATTERY,579.0,20.0
BATTERY,580.0,72.0
BATTERY,581.0,17.0
BATTERY,582.0,20.0
BATTERY,583.0,19.0
BATTERY,584.0,200.0
BATTERY,585.0,76.0
BATTERY,586.0,11.0
BATTERY,587.0,10.0
BATTERY,588.0,4.0
BATTERY,589.0,1.0
BATTERY,590.0,5.0
BATTERY,591.0,12.0
BATTERY,592.0,36.0
BATTERY,593.0,45.0
BATTERY,594.0,31.0
BATTERY,595.0,38.0
BATTERY,596.0,48.0
BATTERY,597.0,46.0
BATTERY,598.0,5.0
BATTERY,599.0,59.0
BATTERY,600.0,43.0
BATTERY,601.0,18.0
BATTERY,602.0,25.0
BATTERY,603.0,7.0
BATTERY,604.0,9.0
BATTERY,605.0,4.0
BATTERY,606.0,5.0
BATTERY,607.0,9.0
BATTERY,608.0,36.0
BATTERY,609.0,2.0
BATTERY,610.0,3.0
BATTERY,611.0,30.0
BATTERY,612.0,5.0
BATTERY,613.0,6.0
BATTERY,614.0,1.0
BATTERY,615.0,3.0
BATTERY,616.0,1.0
BATTERY,617.0,12.0
BATTERY,618.0,81.0
BATTERY,619.0,47.0
BATTERY,620.0,7.0
BATTERY,621.0,2.0
BATTERY,623.0,1.0
BATTERY,624.0,1.0
BATTERY,625.0,7.0
BATTERY,626.0,30.0
BATTERY,627.0,4.0
BATTERY,628.0,6.0
BATTERY,629.0,2.0
BATTERY,630.0,9.0
BATTERY,631.0,22.0
BATTERY,632.0,10.0
BATTERY,633.0,7.0
BATTERY,634.0,35.0
BATTERY,635.0,13.0
BATTERY,636.0,22.0
BATTERY,637.0,11.0
BATTERY,638.0,12.0
BATTERY,639.0,20.0
BATTERY,640.0,16.0
BATTERY,641.0,25.0
BATTERY,642.0,44.0
BATTERY,643.0,21.0
BATTERY,644.0,2.0
BATTERY,645.0,2.0
BATTERY,646.0,2.0
BATTERY,648.0,4.0
BATTERY,649.0,1.0
BATTERY,651.0,1.0
BATTERY,652.0,54.0
BATTERY,654.0,7.0
BATTERY,656.0,5.0
BATTERY,657.0,8.0
BATTERY,658.0,49.0
BATTERY,659.0,60.0
BATTERY,660.0,58.0
BATTERY,661.0,2.0
BATTERY,662.0,31.0
BATTERY,663.0,44.0
BATTERY,664.0,8.0
BATTERY,665.0,2.0
BATTERY,666.0,4.0
BATTERY,667.0,2.0
BATTERY,668.0,9.0
BATTERY,669.0,30.0
BATTERY,670.0,45.0
BATTERY,671.0,70.0
BATTERY,672.0,67.0
BATTERY,673.0,88.0
BATTERY,674.0,128.0
BATTERY,675.0,102.0
BATTERY,676.0,21.0
BATTERY,677.0,33.0
BATTERY,678.0,1.0
BATTERY,679.0,1.0
BATTERY,680.0,8.0
BATTERY,681.0,23.0
BATTERY,682.0,6.0
BATTERY,683.0,6.0
BATTERY,684.0,11.0
BATTERY,685.0,41.0
BATTERY,686.0,17.0
BATTERY,687.0,7.0
BATTERY,688.0,11.0
BATTERY,689.0,1.0
BATTERY,690.0,2.0
BATTERY,691.0,8.0
BATTERY,692.0,1.0
BATTERY,693.0,9.0
BATTERY,694.0,82.0
BATTERY,695.0,53.0
BATTERY,696.0,164.0
BATTERY,697.0,15.0
BATTERY,698.0,3.0
BATTERY,699.0,5.0
BATTERY,700.0,1.0
BATTERY,701.0,3.0
BATTERY,702.0,61.0
BATTERY,703.0,63.0
BATTERY,704.0,77.0
BATTERY,705.0,14.0
BATTERY,706.0,63.0
BATTERY,707.0,6.0
BATTERY,708.0,26.0
BATTERY,709.0,21.0
BATTERY,710.0,3.0
BATTERY,711.0,4.0
BATTERY,712.0,1.0
BATTERY,713.0,3.0
BATTERY,714.0,31.0
BATTERY,715.0,15.0
BATTERY,716.0,112.0
BATTERY,717.0,75.0
BATTERY,718.0,26.0
BATTERY,719.0,7.0
BATTERY,720.0,11.0
BATTERY,721.0,3.0
BATTERY,722.0,8.0
BATTERY,723.0,11.0
BATTERY,724.0,2.0
BATTERY,725.0,1.0
BATTERY,726.0,11.0
BATTERY,727.0,11.0
BATTERY,728.0,3.0
BATTERY,729.0,2.0
BATTERY,730.0,15.0
BATTERY,731.0,18.0
BATTERY,732.0,51.0
BATTERY,734.0,2.0
BATTERY,735.0,1.0
BATTERY,736.0,123.0
BATTERY,737.0,39.0
BATTERY,738.0,17.0
BATTERY,739.0,33.0
BATTERY,740.0,42.0
BATTERY,742.0,1.0
BATTERY,743.0,11.0
BATTERY,744.0,5.0
BATTERY,745.0,1.0
BATTERY,746.0,4.0
BATTERY,747.0,3.0
BATTERY,748.0,9.0
BATTERY,749.0,11.0
BATTERY,750.0,18.0
BATTERY,751.0,14.0
BATTERY,752.0,53.0
BATTERY,753.0,79.0
BATTERY,754.0,16.0
BATTERY,755.0,44.0
BATTERY,756.0,31.0
BATTERY,757.0,9.0
BATTERY,758.0,9.0
BATTERY,759.0,13.0
BATTERY,760.0,21.0
BATTERY,761.0,113.0
BATTERY,762.0,14.0
BATTERY,763.0,10.0
BATTERY,764.0,20.0
BATTERY,765.0,45.0
BATTERY,766.0,22.0
BATTERY,767.0,34.0
BATTERY,768.0,47.0
BATTERY,769.0,9.0
BATTERY,770.0,5.0
BATTERY,771.0,18.0
BATTERY,772.0,76.0
BATTERY,773.0,12.0
BATTERY,774.0,13.0
BATTERY,775.0,11.0
BATTERY,776.0,27.0
BATTERY,777.0,16.0
BATTERY,778.0,28.0
BATTERY,779.0,6.0
BATTERY,780.0,3.0
BATTERY,781.0,2.0
BATTERY,782.0,3.0
BATTERY,783.0,39.0
BATTERY,784.0,13.0
BATTERY,785.0,25.0
BATTERY,786.0,9.0
BATTERY,787.0,31.0
BATTERY,788.0,17.0
BATTERY,789.0,24.0
BATTERY,790.0,44.0
BATTERY,791.0,24.0
BATTERY,792.0,7.0
BATTERY,793.0,11.0
BATTERY,794.0,8.0
BATTERY,795.0,4.0
BATTERY,796.0,1.0
BATTERY,797.0,2.0
BATTERY,798.0,9.0
BATTERY,799.0,4.0
BATTERY,800.0,81.0
BATTERY,801.0,13.0
HOMICIDE,1.0,3.0
HOMICIDE,2.0,4.0
HOMICIDE,3.0,1.0
HOMICIDE,4.0,2.0
HOMICIDE,7.0,7.0
HOMICIDE,8.0,1.0
HOMICIDE,9.0,8.0
HOMICIDE,10.0,12.0
HOMICIDE,11.0,3.0
HOMICIDE,12.0,1.0
HOMICIDE,15.0,1.0
HOMICIDE,16.0,2.0
HOMICIDE,18.0,1.0
HOMICIDE,20.0,1.0
HOMICIDE,22.0,6.0
HOMICIDE,23.0,1.0
HOMICIDE,24.0,2.0
HOMICIDE,27.0,4.0
HOMICIDE,28.0,1.0
HOMICIDE,29.0,1.0
HOMICIDE,30.0,3.0
HOMICIDE,31.0,2.0
HOMICIDE,32.0,1.0
HOMICIDE,33.0,18.0
HOMICIDE,34.0,8.0
HOMICIDE,35.0,4.0
HOMICIDE,36.0,7.0
HOMICIDE,37.0,3.0
HOMICIDE,38.0,5.0
HOMICIDE,39.0,1.0
HOMICIDE,42.0,1.0
HOMICIDE,49.0,1.0
HOMICIDE,50.0,6.0
HOMICIDE,51.0,3.0
HOMICIDE,55.0,2.0
HOMICIDE,57.0,2.0
HOMICIDE,58.0,2.0
HOMICIDE,60.0,6.0
HOMICIDE,61.0,8.0
HOMICIDE,62.0,2.0
HOMICIDE,66.0,1.0
HOMICIDE,67.0,1.0
HOMICIDE,68.0,15.0
HOMICIDE,69.0,19.0
HOMICIDE,71.0,2.0
HOMICIDE,74.0,1.0
HOMICIDE,75.0,1.0
HOMICIDE,76.0,2.0
HOMICIDE,77.0,5.0
HOMICIDE,78.0,1.0
HOMICIDE,79.0,1.0
HOMICIDE,80.0,3.0
HOMICIDE,85.0,9.0
HOMICIDE,89.0,1.0
HOMICIDE,90.0,2.0
HOMICIDE,92.0,1.0
HOMICIDE,93.0,1.0
HOMICIDE,96.0,10.0
HOMICIDE,97.0,1.0
HOMICIDE,98.0,10.0
HOMICIDE,99.0,9.0
HOMICIDE,101.0,1.0
HOMICIDE,108.0,2.0
HOMICIDE,109.0,1.0
HOMICIDE,111.0,9.0
HOMICIDE,112.0,3.0
HOMICIDE,113.0,6.0
HOMICIDE,114.0,1.0
HOMICIDE,121.0,3.0
HOMICIDE,122.0,4.0
HOMICIDE,123.0,3.0
HOMICIDE,124.0,3.0
HOMICIDE,125.0,10.0
HOMICIDE,126.0,1.0
HOMICIDE,127.0,1.0
HOMICIDE,128.0,1.0
HOMICIDE,131.0,1.0
HOMICIDE,132.0,6.0
HOMICIDE,133.0,6.0
HOMICIDE,134.0,3.0
HOMICIDE,136.0,2.0
HOMICIDE,138.0,2.0
HOMICIDE,140.0,1.0
HOMICIDE,141.0,5.0
HOMICIDE,142.0,3.0
HOMICIDE,146.0,1.0
HOMICIDE,150.0,5.0
HOMICIDE,151.0,2.0
HOMICIDE,152.0,9.0
HOMICIDE,161.0,1.0
HOMICIDE,162.0,2.0
HOMICIDE,163.0,5.0
HOMICIDE,164.0,3.0
HOMICIDE,165.0,1.0
HOMICIDE,166.0,20.0
HOMICIDE,167.0,2.0
HOMICIDE,174.0,1.0
HOMICIDE,175.0,2.0
HOMICIDE,176.0,14.0
HOMICIDE,177.0,7.0
HOMICIDE,183.0,7.0
HOMICIDE,184.0,5.0
HOMICIDE,186.0,1.0
HOMICIDE,187.0,5.0
HOMICIDE,188.0,4.0
HOMICIDE,189.0,4.0
HOMICIDE,191.0,1.0
HOMICIDE,192.0,1.0
HOMICIDE,193.0,3.0
HOMICIDE,194.0,3.0
HOMICIDE,195.0,1.0
HOMICIDE,196.0,5.0
HOMICIDE,197.0,1.0
HOMICIDE,199.0,1.0
HOMICIDE,200.0,3.0
HOMICIDE,203.0,1.0
HOMICIDE,204.0,1.0
HOMICIDE,205.0,1.0
HOMICIDE,206.0,1.0
HOMICIDE,207.0,1.0
HOMICIDE,212.0,2.0
HOMICIDE,214.0,1.0
HOMICIDE,218.0,8.0
HOMICIDE,220.0,1.0
HOMICIDE,222.0,1.0
HOMICIDE,224.0,3.0
HOMICIDE,226.0,6.0
HOMICIDE,227.0,2.0
HOMICIDE,229.0,4.0
HOMICIDE,235.0,1.0
HOMICIDE,236.0,6.0
HOMICIDE,237.0,7.0
HOMICIDE,240.0,1.0
HOMICIDE,241.0,3.0
HOMICIDE,243.0,3.0
HOMICIDE,244.0,7.0
HOMICIDE,245.0,9.0
HOMICIDE,246.0,9.0
HOMICIDE,247.0,8.0
HOMICIDE,248.0,1.0
HOMICIDE,249.0,1.0
HOMICIDE,250.0,1.0
HOMICIDE,252.0,9.0
HOMICIDE,253.0,7.0
HOMICIDE,255.0,3.0
HOMICIDE,257.0,1.0
HOMICIDE,259.0,1.0
HOMICIDE,260.0,1.0
HOMICIDE,261.0,1.0
HOMICIDE,262.0,2.0
HOMICIDE,266.0,2.0
HOMICIDE,267.0,1.0
HOMICIDE,269.0,1.0
HOMICIDE,274.0,3.0
HOMICIDE,276.0,3.0
HOMICIDE,277.0,6.0
HOMICIDE,278.0,3.0
HOMICIDE,279.0,3.0
HOMICIDE,280.0,3.0
HOMICIDE,281.0,4.0
HOMICIDE,282.0,2.0
HOMICIDE,283.0,6.0
HOMICIDE,284.0,3.0
HOMICIDE,285.0,1.0
HOMICIDE,286.0,8.0
HOMICIDE,288.0,3.0
HOMICIDE,290.0,2.0
HOMICIDE,291.0,2.0
HOMICIDE,292.0,1.0
HOMICIDE,293.0,2.0
HOMICIDE,296.0,1.0
HOMICIDE,297.0,3.0
HOMICIDE,301.0,2.0
HOMICIDE,304.0,2.0
HOMICIDE,305.0,1.0
HOMICIDE,306.0,1.0
HOMICIDE,307.0,1.0
HOMICIDE,309.0,2.0
HOMICIDE,312.0,3.0
HOMICIDE,315.0,4.0
HOMICIDE,319.0,8.0
HOMICIDE,321.0,1.0
HOMICIDE,323.0,2.0
HOMICIDE,327.0,1.0
HOMICIDE,329.0,1.0
HOMICIDE,331.0,4.0
HOMICIDE,332.0,14.0
HOMICIDE,333.0,12.0
HOMICIDE,339.0,1.0
HOMICIDE,340.0,3.0
HOMICIDE,343.0,1.0
HOMICIDE,344.0,2.0
HOMICIDE,345.0,5.0
HOMICIDE,347.0,6.0
HOMICIDE,348.0,2.0
HOMICIDE,353.0,1.0
HOMICIDE,355.0,2.0
HOMICIDE,357.0,3.0
HOMICIDE,358.0,2.0
HOMICIDE,359.0,1.0
HOMICIDE,365.0,4.0
HOMICIDE,367.0,2.0
HOMICIDE,369.0,1.0
HOMICIDE,370.0,8.0
HOMICIDE,371.0,1.0
HOMICIDE,374.0,1.0
HOMICIDE,376.0,2.0
HOMICIDE,377.0,2.0
HOMICIDE,378.0,4.0
HOMICIDE,381.0,5.0
HOMICIDE,382.0,1.0
HOMICIDE,383.0,5.0
HOMICIDE,384.0,2.0
HOMICIDE,385.0,2.0
HOMICIDE,386.0,1.0
HOMICIDE,387.0,1.0
HOMICIDE,388.0,2.0
HOMICIDE,393.0,1.0
HOMICIDE,397.0,1.0
HOMICIDE,398.0,4.0
HOMICIDE,401.0,7.0
HOMICIDE,402.0,2.0
HOMICIDE,403.0,6.0
HOMICIDE,404.0,6.0
HOMICIDE,405.0,1.0
HOMICIDE,406.0,4.0
HOMICIDE,407.0,1.0
HOMICIDE,408.0,1.0
HOMICIDE,409.0,1.0
HOMICIDE,410.0,7.0
HOMICIDE,414.0,2.0
HOMICIDE,416.0,5.0
HOMICIDE,417.0,1.0
HOMICIDE,418.0,2.0
HOMICIDE,419.0,2.0
HOMICIDE,420.0,3.0
HOMICIDE,421.0,11.0
HOMICIDE,422.0,1.0
HOMICIDE,423.0,2.0
HOMICIDE,425.0,3.0
HOMICIDE,428.0,3.0
HOMICIDE,429.0,3.0
HOMICIDE,430.0,6.0
HOMICIDE,431.0,4.0
HOMICIDE,432.0,3.0
HOMICIDE,433.0,3.0
HOMICIDE,434.0,5.0
HOMICIDE,435.0,6.0
HOMICIDE,436.0,8.0
HOMICIDE,439.0,2.0
HOMICIDE,446.0,4.0
HOMICIDE,447.0,4.0
HOMICIDE,448.0,2.0
HOMICIDE,449.0,3.0
HOMICIDE,451.0,5.0
HOMICIDE,452.0,5.0
HOMICIDE,453.0,1.0
HOMICIDE,454.0,2.0
HOMICIDE,455.0,3.0
HOMICIDE,456.0,14.0
HOMICIDE,460.0,1.0
HOMICIDE,461.0,2.0
HOMICIDE,464.0,1.0
HOMICIDE,465.0,1.0
HOMICIDE,469.0,1.0
HOMICIDE,470.0,1.0
HOMICIDE,472.0,2.0
HOMICIDE,473.0,1.0
HOMICIDE,474.0,3.0
HOMICIDE,475.0,4.0
HOMICIDE,478.0,4.0
HOMICIDE,479.0,10.0
HOMICIDE,480.0,1.0
HOMICIDE,481.0,1.0
HOMICIDE,483.0,1.0
HOMICIDE,486.0,4.0
HOMICIDE,487.0,3.0
HOMICIDE,488.0,2.0
HOMICIDE,489.0,1.0
HOMICIDE,491.0,1.0
HOMICIDE,492.0,3.0
HOMICIDE,494.0,3.0
HOMICIDE,495.0,7.0
HOMICIDE,496.0,10.0
HOMICIDE,497.0,5.0
HOMICIDE,498.0,3.0
HOMICIDE,501.0,3.0
HOMICIDE,503.0,1.0
HOMICIDE,504.0,6.0
HOMICIDE,505.0,5.0
HOMICIDE,506.0,1.0
HOMICIDE,507.0,8.0
HOMICIDE,508.0,3.0
HOMICIDE,509.0,2.0
HOMICIDE,511.0,7.0
HOMICIDE,512.0,6.0
HOMICIDE,513.0,6.0
HOMICIDE,514.0,7.0
HOMICIDE,515.0,1.0
HOMICIDE,516.0,1.0
HOMICIDE,518.0,2.0
HOMICIDE,521.0,2.0
HOMICIDE,523.0,3.0
HOMICIDE,524.0,15.0
HOMICIDE,525.0,3.0
HOMICIDE,526.0,1.0
HOMICIDE,527.0,1.0
HOMICIDE,528.0,7.0
HOMICIDE,529.0,4.0
HOMICIDE,530.0,6.0
HOMICIDE,531.0,8.0
HOMICIDE,532.0,9.0
HOMICIDE,534.0,1.0
HOMICIDE,541.0,2.0
HOMICIDE,542.0,2.0
HOMICIDE,544.0,1.0
HOMICIDE,546.0,2.0
HOMICIDE,554.0,2.0
HOMICIDE,557.0,2.0
HOMICIDE,558.0,5.0
HOMICIDE,561.0,2.0
HOMICIDE,562.0,14.0
